How many players are on a standard soccer team on the field?,
10,FALSE
11,TRUE
12,FALSE
9,FALSE
What sport is played at Wimbledon?,
Badminton,FALSE
Squash,FALSE
Tennis,TRUE
Table Tennis,FALSE
How many rings are on the Olympic flag?,
4,FALSE
5,TRUE
6,FALSE
7,FALSE
In basketball how many points is a free throw worth?,
1,TRUE
2,FALSE
3,FALSE
4,FALSE
What country has won the most FIFA World Cup titles?,
Germany,FALSE
Argentina,FALSE
Brazil,TRUE
Italy,FALSE
How long is a standard marathon in kilometers?,
40,FALSE
42.195,TRUE
44,FALSE
45,FALSE
In which sport would you perform a slam dunk?,
Volleyball,FALSE
Basketball,TRUE
Handball,FALSE
Water Polo,FALSE
What is the maximum score in a single game of bowling?,
200,FALSE
250,FALSE
300,TRUE
350,FALSE
How many holes are in a standard round of golf?,
9,FALSE
12,FALSE
18,TRUE
24,FALSE
Which country invented the sport of cricket?,
Australia,FALSE
India,FALSE
England,TRUE
South Africa,FALSE
In swimming what stroke is also known as butterfly?,
Backstroke,FALSE
Breaststroke,FALSE
Butterfly stroke,TRUE
Freestyle,FALSE
How many points is a touchdown worth in American football?,
4,FALSE
5,FALSE
6,TRUE
7,FALSE
What sport uses a shuttlecock?,
Tennis,FALSE
Squash,FALSE
Badminton,TRUE
Racquetball,FALSE
How many players are on a volleyball team on the court?,
5,FALSE
6,TRUE
7,FALSE
8,FALSE
Which country hosted the 2016 Summer Olympics?,
Argentina,FALSE
Brazil,TRUE
Chile,FALSE
Colombia,FALSE
