What is the capital of France?,
Paris,TRUE
Berlin,FALSE
Madrid,FALSE
Rome,FALSE
How many planets are in our solar system?,
7,FALSE
8,TRUE
9,FALSE
10,FALSE
What is the chemical symbol for water?,
WA,FALSE
H2O,TRUE
HO2,FALSE
OX,FALSE
Who painted the Mona Lisa?,
Vincent van Gogh,FALSE
Pablo Picasso,FALSE
Leonardo da Vinci,TRUE
Michelangelo,FALSE
What is the largest ocean on Earth?,
Atlantic Ocean,FALSE
Indian Ocean,FALSE
Arctic Ocean,FALSE
Pacific Ocean,TRUE
How many sides does a hexagon have?,
5,FALSE
7,FALSE
6,TRUE
8,FALSE
What is the fastest land animal?,
Lion,FALSE
Cheetah,TRUE
Horse,FALSE
Leopard,FALSE
In which year did World War II end?,
1943,FALSE
1944,FALSE
1945,TRUE
1946,FALSE
What is the largest planet in our solar system?,
Saturn,FALSE
Jupiter,TRUE
Neptune,FALSE
Uranus,FALSE
Who wrote Romeo and Juliet?,
Charles Dickens,FALSE
William Shakespeare,TRUE
Jane Austen,FALSE
Mark Twain,FALSE
What is the hardest natural substance on Earth?,
Gold,FALSE
Iron,FALSE
Diamond,TRUE
Quartz,FALSE
How many continents are there on Earth?,
5,FALSE
6,FALSE
7,TRUE
8,FALSE
What is the smallest country in the world?,
Monaco,FALSE
San Marino,FALSE
Vatican City,TRUE
Liechtenstein,FALSE
Which element has the atomic number 1?,
Helium,FALSE
Oxygen,FALSE
Hydrogen,TRUE
Carbon,FALSE
What is the longest river in the world?,
Amazon,FALSE
Mississippi,FALSE
Nile,TRUE
Yangtze,FALSE
How many bones are in the adult human body?,
206,TRUE
198,FALSE
215,FALSE
220,FALSE
What language has the most native speakers in the world?,
English,FALSE
Spanish,FALSE
Mandarin Chinese,TRUE
Hindi,FALSE
Which planet is known as the Red Planet?,
Venus,FALSE
Mars,TRUE
Jupiter,FALSE
Saturn,FALSE
What is the currency of Japan?,
Won,FALSE
Yuan,FALSE
Yen,TRUE
Ringgit,FALSE
Who was the first human to walk on the Moon?,
Buzz Aldrin,FALSE
Yuri Gagarin,FALSE
Neil Armstrong,TRUE
John Glenn,FALSE
